AV PID,Street Name,Street Number,Map,Lot,Land Area in Acres,Fiscal Year, Total Assessed Land Value , Total Appraised Improvements , Total Appraised Parcel Value ,Sale Date,Book/Page,Q U,Val Code,I V, Price ,Owner Occupied,Use Code,Use Descript, Effective Area , Gross Area , Living Area ,Year Built,,Style,Stories,Occupancy,Roof,Exterior Wall,Heat,Fuel,A/C,Room Count,Bedrooms,Baths,Half Baths,Grade
4310,ADDISON ST,129,64,23,0.05165289,2018," $123,800 "," $156,700 "," $280,500 ",4/23/2014, 52887/ 336,U,1A,I, $10 ,Y,1040,TWO FAMILY  ," 2,055 "," 3,244 "," 1,874 ",1910,2F,2 Family,2,2,Gable/Hip,Aluminum Sidng,Electr Basebrd,Electric,None,10 Rooms,5,2,0,Average
4309,ADDISON ST,131,64,22,0.05165289,2018," $123,800 "," $156,800 "," $280,600 ",5/24/1983, 10353/  33,U,,, $-   ,Y,1040,TWO FAMILY  ," 1,998 "," 3,268 "," 1,800 ",1900,2F,2 Family,2,2,Gable/Hip,Vinyl Siding,Hot Water,Gas,None,10 Rooms,6,2,0,Average
4295,ADDISON ST,132,64,9,0.06848026,2018," $139,300 "," $329,400 "," $468,700 ",9/12/2011, 48369/ 198,U,1A,I, $1 ,Y,1050,THREE FAM," 3,683 "," 4,808 "," 3,402 ",1900,3F,3 Family,3,3,Gable/Hip,Vinyl Siding,Hot Water,Gas,None,,6,3,0,Average
4308,ADDISON ST,133,64,21,0.16528926,2018," $178,100 "," $251,700 "," $429,800 ",2/1/2011, 47550/ 221,U,1A,I, $1 ,Y,1040,TWO FAMILY  ," 2,719 "," 3,559 "," 2,480 ",1900,2F,2 Family,2,2,Flat,Clapboard,Hot Water,Oil,None,10 Rooms,5,2,0,Average
4297,ADDISON ST,136,64,10,0.10663453,2018," $170,200 "," $235,200 "," $405,400 ",9/15/2017, 58535/ 313,U,1H,I," $300,000 ",,1040,TWO FAMILY  ," 2,849 "," 4,193 "," 2,626 ",1900,2F,2 Family,2,2,Gable/Hip,Vinyl Siding,Hot Water,Gas,None,8 Rooms,5,2,0,Average
4307,ADDISON ST,139,64,20,0.07575758,2018," $145,200 "," $198,400 "," $343,600 ",2/24/1998, 22177/ 221,Q,,I," $77,000 ",Y,1040,TWO FAMILY  ," 2,653 "," 4,363 "," 2,390 ",1900,2F,2 Family,2,2,Gable/Hip,Vinyl Siding,Hot Water,Oil,None,10 Rooms,4,2,0,Average
100804,ADDISON ST,140,64,    10A,0.03783287,2018," $111,100 "," $160,100 "," $271,200 ",2/3/2011, 47563/ 286,U,1S,I," $200,000 ",Y,1040,TWO FAMILY  ," 1,889 "," 2,652 "," 1,698 ",1900,2F,2 Family,2,2,Gable/Hip,Vinyl Siding,Hot Water,Gas,None,,4,2,0,Average
4298,ADDISON ST,142,64,11,0.06375115,2018," $134,900 "," $200,400 "," $335,300 ",4/29/2014,C130958,Q,0,I," $335,000 ",Y,1040,TWO FAMILY  ," 2,180 "," 3,270 "," 1,907 ",1900,2F,2 Family,2,2,Gable/Hip,Wood Shingle,Steam,Gas,None,,5,2,0,Average
4306,ADDISON ST,143,64,19,0.06887052,2018," $139,700 "," $329,500 "," $469,200 ",5/7/2012, 49470/ 233,U,1S,I," $247,000 ",,1050,THREE FAM," 3,748 "," 5,041 "," 3,425 ",1900,3F,3 Family,3,3,Gable/Hip,Vinyl Siding,Hot Water,Gas,None,12 Rooms,6,3,0,Average
4299,ADDISON ST,146,64,12,0.09857668,2018," $163,700 "," $200,400 "," $364,100 ",10/4/2012, 50288/ 159,Q,0,I," $270,000 ",,1040,TWO FAMILY  ," 2,716 "," 4,158 "," 2,456 ",1900,2F,2 Family,2,2,Gable/Hip,Vinyl Siding,Forced Air-Duc,Gas,None,,6,2,0,Average
4305,ADDISON ST,147,64,18,0.08471074,2018," $152,500 "," $432,100 "," $584,600 ",6/18/2015,   655/ 175,Q,0,I," $570,000 ",Y,1050,THREE FAM," 4,054 "," 5,175 "," 3,594 ",1900,3F,3 Family,3,3,Flat,Vinyl Siding,Hot Water,Oil,None,15 Rooms,9,3,0,Average
4300,ADDISON ST,148,64,13,0.09758953,2018," $162,900 "," $160,200 "," $323,100 ",4/30/2007, 41713/1533,Q,0,I," $330,000 ",Y,1010,Single Fam," 1,520 "," 2,550 "," 1,175 ",1987,1,Ranch,1,1,Gable/Hip,Vinyl Siding,Hot Water,Gas,None,,3,1,1,Average
4304,ADDISON ST,149,64,17,0.065427,2018," $136,500 "," $144,200 "," $280,700 ",8/4/2003, 32317/ 267,U,1A,I," $294,000 ",Y,1040,TWO FAMILY  ," 1,834 "," 2,934 "," 1,422 ",1900,2F,2 Family,2,2,Gable/Hip,Asbest Shingle,Hot Water,Gas,None,,2,3,0,Average
4062,ADDISON ST,19-21,57,174,0.07006428,2018," $140,600 "," $470,800 "," $611,400 ",10/17/2016, 56956/ 239,Q,0,I," $617,000 ",,1050,THREE FAM," 4,768 "," 7,184 "," 4,348 ",1900,3F,3 Family,2.5,3,Gable/Hip,Vinyl Siding,Forced Air-Duc,Gas,None,,9,5,1,Average
100623,ADDISON ST,34-36,56,  130A1,0,2018, $-   ," $469,500 "," $469,500 ",4/30/1999, 23709/ 082,Q,0,I," $148,000 ",,1021,Condo  ," 1,159 "," 1,159 "," 1,159 ",1999,CT,Condo-Twnhse,2,1,Gable/Hip,Vinyl Siding,Hot Water,Gas,None,5 Rooms,3,1,1,Average
1037,ADDISON ST,,56,    72A,0.00573921,2018," $1,200 ", $-   ," $1,200 ",,,U,,, $-   ,,9300,TOWN SELECTMEN V," 9,314 "," 12,624 "," 8,225 ",1900,40,Light Indust,2,1,Flat,Brick/Masonry,Forced Air-Duc,Gas,None,,0,0,,Average
4303,ADDISON ST,,64,16,0.0137741,2018," $7,000 ", $-   ," $7,000 ",2/28/2003,C651147,U,1G,V," $5,000 ",,1320,RES ACLNUD  ," 4,808 "," 7,076 "," 4,056 ",1910,17,Store,1,1,Flat,Brick/Masonry,Forced Air-Duc,Gas,Central,,,,,Average
1037,ADDISON ST,,56,    72A,0.00573921,2018," $1,200 ", $-   ," $1,200 ",,,U,,, $-   ,,9300,TOWN SELECTMEN V,,,,,,,,,,,,,,,,,,
4303,ADDISON ST,,64,16,0.0137741,2018," $7,000 ", $-   ," $7,000 ",2/28/2003,C651147,U,1G,V," $5,000 ",,1320,RES ACLNUD  ,,,,,,,,,,,,,,,,,,
2191,ADMIRALS WY,7,18,   95AC,0,2018, $-   ," $454,700 "," $454,700 ",12/29/1999, 24547/ 158,U,1S,I," $135,000 ",Y,1021,Condo  ," 2,057 "," 2,057 "," 2,057 ",1987,CT,Condo-Twnhse,2,1,Gable/Hip,Brick Veneer,Forced Air-Duc,Gas,Central,5 Rooms,2,1,1,Good
1854,ADMIRALS WY,8,17,     2A,0,2018, $-   ," $473,600 "," $473,600 ",8/15/1994, 19255/ 076,U,,, $-   ,Y,1021,Condo  ," 2,057 "," 2,057 "," 2,057 ",1987,CT,Condo-Twnhse,2,1,Gable/Hip,Brick Veneer,Forced Air-Duc,Gas,Central,5 Rooms,2,1,1,Good
2190,ADMIRALS WY,9,18,   95AB,0,2018, $-   ," $434,200 "," $434,200 ",11/21/1984, 11264/ 273,U,,, $-   ,,1021,Condo  ," 2,057 "," 2,057 "," 2,057 ",1987,CT,Condo-Twnhse,2,1,Gable/Hip,Brick Veneer,Forced Air-Duc,Gas,Central,5 Rooms,2,1,1,Good
1855,ADMIRALS WY,10,17,     2B,0,2018, $-   ," $451,200 "," $451,200 ",11/1/2014, 53671/ 315,U,1A,I, $1 ,Y,1021,Condo  ," 2,057 "," 2,057 "," 2,057 ",1987,CT,Condo-Twnhse,2,1,Gable/Hip,Brick Veneer,Forced Air-Duc,Gas,Central,5 Rooms,2,1,1,Good
2225,ADMIRALS WY,11,18,    95Z,0,2018, $-   ," $434,200 "," $434,200 ",11/21/1984, 11264/ 285,U,,, $-   ,,1021,Condo  ," 2,057 "," 2,057 "," 2,057 ",1987,CT,Condo-Twnhse,2,1,Gable/Hip,Brick Veneer,Forced Air-Duc,Gas,Central,5 Rooms,2,1,1,Good
1856,ADMIRALS WY,12,17,     2C,0,2018, $-   ," $477,300 "," $477,300 ",3/2/2007, 41389/ 349,Q,0,I," $440,000 ",Y,1021,Condo  ," 2,057 "," 2,057 "," 2,057 ",1987,CT,Condo-Twnhse,2,1,Gable/Hip,Brick Veneer,Forced Air-Duc,Gas,Central,5 Rooms,3,2,1,Good
2224,ADMIRALS WY,13,18,    95Y,0,2018, $-   ," $516,700 "," $516,700 ",8/17/2017, 58394/ 122,Q,0,I," $520,000 ",Y,1021,Condo  ," 2,057 "," 2,057 "," 2,057 ",1987,CT,Condo-Twnhse,2,1,Gable/Hip,Brick Veneer,Forced Air-Duc,Gas,Central,6 Rooms,3,1,1,Good
1857,ADMIRALS WY,14,17,     2D,0,2018, $-   ," $473,600 "," $473,600 ",11/1/2014, 53671/ 322,U,1A,I, $1 ,,1021,Condo  ," 2,057 "," 2,057 "," 2,057 ",1987,CT,Condo-Twnhse,2,1,Gable/Hip,Brick Veneer,Forced Air-Duc,Gas,Central,5 Rooms,3,1,1,Good
2223,ADMIRALS WY,15,18,    95X,0,2018, $-   ," $434,200 "," $434,200 ",11/2/2017, 58749/ 114,Q,0,I," $475,000 ",,1021,Condo  ," 2,057 "," 2,057 "," 2,057 ",1987,CT,Condo-Twnhse,2,1,Gable/Hip,Brick Veneer,Forced Air-Duc,Gas,Central,5 Rooms,2,1,1,Good
1858,ADMIRALS WY,16,17,     2E,0,2018, $-   ," $473,600 "," $473,600 ",5/27/2011, 47954/ 314,U,1A,I," $450,000 ",,1021,Condo  ," 2,057 "," 2,057 "," 2,057 ",1987,CT,Condo-Twnhse,2,1,Gable/Hip,Brick Veneer,Forced Air-Duc,Gas,Central,5 Rooms,3,1,1,Good
2222,ADMIRALS WY,17,18,    95W,0,2018, $-   ," $434,200 "," $434,200 ",9/4/1998, 22877/ 101,Q,0,I," $176,000 ",,1021,Condo  ," 2,057 "," 2,057 "," 2,057 ",1987,CT,Condo-Twnhse,2,1,Gable/Hip,Brick Veneer,Forced Air-Duc,Gas,Central,6 Rooms,3,1,1,Good
1859,ADMIRALS WY,18,17,     2F,0,2018, $-   ," $451,200 "," $451,200 ",1/30/2006, 38940/ 139,U,1F,I," $396,000 ",Y,1021,Condo  ," 2,057 "," 2,057 "," 2,057 ",1987,CT,Condo-Twnhse,2,1,Gable/Hip,Brick Veneer,Forced Air-Duc,Gas,Central,5 Rooms,2,1,1,Good
2221,ADMIRALS WY,19,18,    95V,0,2018, $-   ," $434,200 "," $434,200 ",8/19/2016, 56631/ 207,Q,0,I," $478,000 ",,1021,Condo  ," 2,057 "," 2,057 "," 2,057 ",1987,CT,Condo-Twnhse,2,1,Gable/Hip,Brick Veneer,Forced Air-Duc,Gas,Central,5 Rooms,2,1,1,Good
1860,ADMIRALS WY,20,17,     2G,0,2018, $-   ," $451,200 "," $451,200 ",12/28/2001, 27702/ 330,Q,0,I," $255,000 ",Y,1021,Condo  ," 2,057 "," 2,057 "," 2,057 ",1987,CT,Condo-Twnhse,2,1,Gable/Hip,Brick Veneer,Forced Air-Duc,Gas,Central,5 Rooms,2,1,1,Good
2220,ADMIRALS WY,21,18,    95U,0,2018, $-   ," $434,200 "," $434,200 ",2/16/1993, 18047/ 066,U,,," $116,500 ",Y,1021,Condo  ," 2,057 "," 2,057 "," 2,057 ",1987,CT,Condo-Twnhse,2,1,Gable/Hip,Brick Veneer,Forced Air-Duc,Gas,Central,5 Rooms,2,1,1,Good
1861,ADMIRALS WY,22,17,     2H,0,2018, $-   ," $473,600 "," $473,600 ",8/14/1998, 22788/ 185,Q,0,I," $175,000 ",Y,1021,Condo  ," 2,057 "," 2,057 "," 2,057 ",1987,CT,Condo-Twnhse,2,1,Gable/Hip,Brick Veneer,Forced Air-Duc,Gas,Central,5 Rooms,2,1,1,Good
2219,ADMIRALS WY,23,18,    95T,0,2018, $-   ," $481,000 "," $481,000 ",1/13/2017, 57422/ 281,Q,0,I," $499,500 ",,1021,Condo  ," 2,057 "," 2,057 "," 2,057 ",1987,CT,Condo-Twnhse,2,1,Gable/Hip,Brick Veneer,Forced Air-Duc,Gas,Central,,2,2,1,Good
1862,ADMIRALS WY,24,17,     2I,0,2018, $-   ," $473,600 "," $473,600 ",4/5/2017, 57769/  38,U,1F,I, $1 ,Y,1021,Condo  ," 2,057 "," 2,057 "," 2,057 ",1987,CT,Condo-Twnhse,2,1,Gable/Hip,Brick Veneer,Forced Air-Duc,Gas,Central,5 Rooms,2,1,1,Good
2218,ADMIRALS WY,25,18,    95S,0,2018, $-   ," $434,200 "," $434,200 ",11/20/2015, 55353/ 148,Q,0,I," $480,000 ",Y,1021,Condo  ," 2,057 "," 2,057 "," 2,057 ",1987,CT,Condo-Twnhse,2,1,Gable/Hip,Brick Veneer,Forced Air-Duc,Gas,Central,5 Rooms,2,1,1,Good
1863,ADMIRALS WY,26,17,     2J,0,2018, $-   ," $451,200 "," $451,200 ",5/29/2015, 54519/ 288,Q,0,I," $435,000 ",Y,1021,Condo  ," 2,057 "," 2,057 "," 2,057 ",1987,CT,Condo-Twnhse,2,1,Gable/Hip,Brick Veneer,Forced Air-Duc,Gas,Central,5 Rooms,2,1,1,Good
2217,ADMIRALS WY,27,18,    95R,0,2018, $-   ," $454,100 "," $454,100 ",11/1/2014, 53671/ 326,U,1A,I, $1 ,,1021,Condo  ," 2,053 "," 2,053 "," 2,053 ",1987,CT,Condo-Twnhse,2,1,Gable/Hip,Brick Veneer,Forced Air-Duc,Gas,Central,5 Rooms,3,1,1,Good
1864,ADMIRALS WY,28,17,     2K,0,2018, $-   ," $451,200 "," $451,200 ",7/23/2015, 54807/ 154,Q,0,I," $388,000 ",,1021,Condo  ," 2,057 "," 2,057 "," 2,057 ",1987,CT,Condo-Twnhse,2,1,Gable/Hip,Brick Veneer,Forced Air-Duc,Gas,Central,5 Rooms,2,1,1,Good
2216,ADMIRALS WY,29,18,    95Q,0,2018, $-   ," $433,600 "," $433,600 ",8/27/2015, 54978/ 170,Q,0,I," $407,000 ",,1021,Condo  ," 2,053 "," 2,053 "," 2,053 ",1987,CT,Condo-Twnhse,2,1,Gable/Hip,Brick Veneer,Forced Air-Duc,Gas,Central,6 Rooms,3,1,1,Good
1865,ADMIRALS WY,30,17,     2L,0,2018, $-   ," $473,600 "," $473,600 ",5/9/2013, 51413/ 254,U,1A,I, $1 ,Y,1021,Condo  ," 2,057 "," 2,057 "," 2,057 ",1987,CT,Condo-Twnhse,2,1,Gable/Hip,Brick Veneer,Forced Air-Duc,Gas,Central,5 Rooms,2,1,1,Good
2215,ADMIRALS WY,31,18,    95P,0,2018, $-   ," $433,600 "," $433,600 ",11/4/2014, 53671/ 330,U,1A,I, $1 ,,1021,Condo  ," 2,053 "," 2,053 "," 2,053 ",1987,CT,Condo-Twnhse,2,1,Gable/Hip,Brick Veneer,Forced Air-Duc,Gas,Central,5 Rooms,2,1,1,Good
1866,ADMIRALS WY,32,17,     2M,0,2018, $-   ," $473,600 "," $473,600 ",3/17/2008, 43258/ 103,U,1A,I, $1 ,Y,1021,Condo  ," 2,057 "," 2,057 "," 2,057 ",1987,CT,Condo-Twnhse,2,1,Gable/Hip,Brick Veneer,Forced Air-Duc,Gas,Central,6 Rooms,3,1,1,Good
2214,ADMIRALS WY,33,18,    95N,0,2018, $-   ," $433,600 "," $433,600 ",11/29/1993, 18674/ 128,U,,, $-   ,Y,1021,Condo  ," 2,053 "," 2,053 "," 2,053 ",1987,CT,Condo-Twnhse,2,1,Gable/Hip,Brick Veneer,Forced Air-Duc,Gas,Central,5 Rooms,2,1,1,Good
1867,ADMIRALS WY,34,17,     2N,0,2018, $-   ," $451,200 "," $451,200 ",6/30/1997, 21522/ 320,Q,0,I," $135,000 ",Y,1021,Condo  ," 2,057 "," 2,057 "," 2,057 ",1987,CT,Condo-Twnhse,2,1,Gable/Hip,Brick Veneer,Forced Air-Duc,Gas,Central,5 Rooms,2,1,1,Good
2213,ADMIRALS WY,35,18,    95M,0,2018, $-   ," $433,600 "," $433,600 ",10/14/2010, 47043/ 206,Q,0,I," $334,000 ",Y,1021,Condo  ," 2,053 "," 2,053 "," 2,053 ",1987,CT,Condo-Twnhse,2,1,Gable/Hip,Brick Veneer,Forced Air-Duc,Gas,Central,5 Rooms,2,1,1,Good
1868,ADMIRALS WY,36,17,     2P,0,2018, $-   ," $448,000 "," $448,000 ",5/14/2010, 46403/ 091,Q,0,I," $326,000 ",Y,1021,Condo  ," 2,057 "," 2,057 "," 2,057 ",1987,CT,Condo-Twnhse,2,1,Gable/Hip,Brick Veneer,Forced Air-Duc,Gas,Central,5 Rooms,2,1,1,Good
2212,ADMIRALS WY,37,18,    95L,0,2018, $-   ," $433,600 "," $433,600 ",4/7/2010, 46263/ 314,U,1A,I, $10 ,Y,1021,Condo  ," 2,053 "," 2,053 "," 2,053 ",1987,CT,Condo-Twnhse,2,1,Gable/Hip,Brick Veneer,Forced Air-Duc,Gas,Central,6 Rooms,2,1,1,Good
1869,ADMIRALS WY,38,17,     2Q,0,2018, $-   ," $451,200 "," $451,200 ",9/28/1984, 11173/ 226,U,,, $-   ,Y,1021,Condo  ," 2,057 "," 2,057 "," 2,057 ",1987,CT,Condo-Twnhse,2,1,Gable/Hip,Brick Veneer,Forced Air-Duc,Gas,Central,6 Rooms,2,1,1,Good
2211,ADMIRALS WY,39,18,    95K,0,2018, $-   ," $454,100 "," $454,100 ",10/14/2016, 56949/ 196,Q,0,I," $512,500 ",,1021,Condo  ," 2,053 "," 2,053 "," 2,053 ",1987,CT,Condo-Twnhse,2,1,Gable/Hip,Brick Veneer,Forced Air-Duc,Gas,Central,5 Rooms,3,1,1,Good
1870,ADMIRALS WY,40,17,     2R,0,2018, $-   ," $473,600 "," $473,600 ",7/30/2002, 29014/ 205,Q,1,I," $319,000 ",Y,1021,Condo  ," 2,057 "," 2,057 "," 2,057 ",1987,CT,Condo-Twnhse,2,1,Gable/Hip,Brick Veneer,Forced Air-Duc,Gas,Central,6 Rooms,3,1,1,Good
3542,ALBION PL,6,47,44,0.05314509,2018," $125,200 "," $58,300 "," $183,500 ",11/30/2016, 57188/ 256,Q,0,I," $170,000 ",,1010,Single Fam, 604 ," 1,206 ", 449 ,1870,6,Conventional,1.5,1,Gable/Hip,Wood Shingle,Hot Water,Gas,None,,2,1,0,Average
3541,ALBION PL,7,47,43,0.01912305,2018," $81,200 "," $77,500 "," $158,700 ",11/6/2014, 53684/ 282,U,1S,I," $90,000 ",,1010,Single Fam, 592 ," 1,172 ", 449 ,1870,6,Conventional,1.5,1,Gable/Hip,Wood Shingle,Hot Water,Gas,None,,2,1,0,Average
3540,ALBION PL,8,47,42,0.01912305,2018," $81,200 "," $99,200 "," $180,400 ",3/24/2015, 54212/ 283,U,1S,I," $161,000 ",Y,1010,Single Fam, 906 ," 1,192 ", 756 ,1870,6,Conventional,2,1,Flat,Aluminum Sidng,Hot Water,Gas,None,,2,1,1,Average
5904,ANNESE RD,12,89,55,0.07977502,2018," $148,500 "," $301,800 "," $450,300 ",7/15/2005, 37557/ 160,Q,0,I," $490,000 ",,1040,TWO FAMILY  ," 2,507 "," 2,572 "," 2,500 ",1980,2F,2 Family,1,2,Gable/Hip,Vinyl Siding,Forced Air-Duc,Gas,Central,12 Rooms,6,3,0,Average
1403,ANNESE RD,16,89,56,0.36765381,2018," $129,700 ", $-   ," $129,700 ",,,U,,, $-   ,,9300,TOWN SELECTMEN V," 78,428 "," 80,806 "," 78,404 ",1985,AC,APT-9+,6,100,Flat,Brick/Masonry,Hot Water,Gas,None,,0,0,,Average +10
1403,ANNESE RD,16,89,56,0.36765381,2018," $129,700 ", $-   ," $129,700 ",,,U,,, $-   ,,9300,TOWN SELECTMEN V,,,,,,,,,,,,,,,,,,
5911,ANNESE RD,21,89,    64A,0.16551882,2018," $178,100 "," $223,800 "," $401,900 ",6/16/1983, 10338/ 308,U,,, $-   ,Y,1010,Single Fam," 2,514 "," 3,820 "," 1,683 ",1982,1,Ranch,1,1,Gable/Hip,Brick Veneer,Hot Water,Gas,Central,10 Rooms,4,3,0,Average
5909,ANNESE RD,25,89,62,0.09825528,2018," $163,400 "," $147,200 "," $310,600 ",6/1/2004, 34672/ 168,Q,0,I," $315,000 ",Y,1010,Single Fam," 1,685 "," 3,566 "," 1,152 ",1958,5,Bungalow,1,1,Gable/Hip,Vinyl Siding,Hot Water,Gas,None,,2,1,1,Average
5908,ANNESE RD,31,89,61,0.14003673,2018," $177,500 "," $162,500 "," $340,000 ",3/12/2014, 52749/ 126,U,1A,I, $10 ,Y,1010,Single Fam," 2,134 "," 2,910 "," 1,336 ",1968,8,Raised Ranch,1,1,Gable/Hip,Vinyl Siding,Hot Water,Gas,None,,4,2,0,Average
1404,ANNESE RD,32,89,57,0.20105601,2018," $480,000 "," $1,891,900 "," $2,371,900 ",11/10/2017, 58783/  31,U,1F,I, $10 ,,112C,APT OVER 8  ," 14,940 "," 15,480 "," 14,880 ",1970,AC,APT-9+,4,16,Flat,Brick/Masonry,Electr Basebrd,Electric,None,,0,0,,Average
5907,ANNESE RD,37,89,60,0.13774105,2018," $177,400 "," $226,300 "," $403,700 ",1/2/2012,DC IN FILE,U,1A,I, $-   ,Y,1010,Single Fam," 3,533 "," 4,636 "," 3,068 ",1960,3,Colonial,2,1,Gable/Hip,Wood Shingle,Hot Water,Gas,None,12 Rooms,4,2,1,Average
6101,ANNESE RD,43,92,91,0.19100092,2018," $178,800 "," $269,500 "," $448,300 ",6/2/2017, 58026/ 230,Q,0,I," $600,000 ",,1040,TWO FAMILY  ," 1,974 "," 2,896 "," 1,754 ",1966,2F,2 Family,2,2,Flat,Vinyl Siding,Hot Water,Oil,None,10 Rooms,4,2,0,Average
5906,ANNESE RD,46,89,59,0.07291093,2018," $7,100 ", $-   ," $7,100 ",3/1/2006, 39127/ 311,U,1A,V," $162,000 ",,1320,RES ACLNUD  ," 1,190 "," 1,904 ", 952 ,1940,48,Warehouse4,1,1,Gable/Hip,Wood Shingle,Forced Air-Duc,Gas,None,,0,0,,Minimum
5906,ANNESE RD,46,89,59,0.07291093,2018," $7,100 ", $-   ," $7,100 ",3/1/2006, 39127/ 311,U,1A,V," $162,000 ",,1320,RES ACLNUD  ,,,,,,,,,,,,,,,,,,
1422,ANNESE RD,53,92,90,0.08264463,2018," $187,000 "," $186,900 "," $373,900 ",,,U,,, $-   ,,3530,PRIV CLUB  ," 2,434 "," 2,448 "," 2,408 ",1950,77,Clubs/Lodges,1,1,Gable/Hip,Stucco on Wood,Hot Water,Gas,Central,,0,0,,Average
6100,ANNESE RD,60,92,89,0.08576676,2018," $153,300 "," $173,000 "," $326,300 ",4/2/1990, 16203/ 019,U,,, $-   ,,1040,TWO FAMILY  ," 2,148 "," 3,003 "," 1,550 ",1900,2F,2 Family,2,2,Flat,Brick Veneer,Steam,Oil,None,,3,3,0,Average
364,ARLINGTON ST,48,28,3,0.03030303,2018," $12,400 "," $1,000 "," $13,400 ",12/21/2016, 57310/ 241,U,1V,V," $915,000 ",,3370,PARK LOT  ," 11,279 "," 14,084 "," 9,807 ",1920,AC,APT-9+,3,9,Flat,Brick/Masonry,Hot Water,Gas,None,,18,9,,Average +10
364,ARLINGTON ST,48,28,3,0.03030303,2018," $12,400 "," $1,000 "," $13,400 ",12/21/2016, 57310/ 241,U,1V,V," $915,000 ",,3370,PARK LOT  ,,,,,,,,,,,,,,,,,,
664,ARLINGTON ST,99,37,49,0.58528466,2018," $188,400 ", $-   ," $188,400 ",4/25/1988, 14643/ 307,U,,, $-   ,,4400,IND LD DV," 1,150 "," 1,150 "," 1,150 ",1950,40,Light Indust,1,1,Flat,Brick/Masonry,Hot Water,Gas,None,,0,0,,Average
664,ARLINGTON ST,99,37,49,0.58528466,2018," $188,400 ", $-   ," $188,400 ",4/25/1988, 14643/ 307,U,,, $-   ,,4400,IND LD DV,,,,,,,,,,,,,,,,,,
835,ARLINGTON ST,206,47,2,0.09497245,2018," $53,700 "," $3,400 "," $57,100 ",4/22/2002, 28403/ 100,U,1A,V, $100 ,,3370,PARK LOT  ," 6,661 "," 8,328 "," 6,105 ",1920,14,Apt 5-8,3,6,Flat,Vinyl Siding,Hot Water,Gas,None,,0,0,,Average
836,ARLINGTON ST,206,47,     2A,0.06783747,2018," $49,900 "," $1,500 "," $51,400 ",4/22/2002, 28403/ 100,U,1A,V, $100 ,,3370,PARK LOT  ," 3,081 "," 4,317 "," 2,668 ",1920,80,Stores/Apt Com,2,1,Flat,Brick/Masonry,Hot Water,Gas,None,,4,2,,Average +10
835,ARLINGTON ST,206,47,2,0.09497245,2018," $53,700 "," $3,400 "," $57,100 ",4/22/2002, 28403/ 100,U,1A,V, $100 ,,3370,PARK LOT  ,,,,,,,,,,,,,,,,,,
836,ARLINGTON ST,206,47,     2A,0.06783747,2018," $49,900 "," $1,500 "," $51,400 ",4/22/2002, 28403/ 100,U,1A,V, $100 ,,3370,PARK LOT  ,,,,,,,,,,,,,,,,,,
838,ARLINGTON ST,212,47,     3A,0.0565427,2018," $46,000 ", $-   ," $46,000 ",4/22/2002, 28403/ 100,U,1A,V, $100 ,,316V,COMM WHSE  ," 7,882 "," 10,575 "," 6,984 ",1920,AC,APT-9+,3,9,Flat,Brick/Masonry,Hot Water,Gas,None,,0,0,,Average
838,ARLINGTON ST,212,47,     3A,0.0565427,2018," $46,000 ", $-   ," $46,000 ",4/22/2002, 28403/ 100,U,1A,V, $100 ,,316V,COMM WHSE  ,,,,,,,,,,,,,,,,,,
844,ARLINGTON ST,248,47,20,0.17295684,2018," $61,000 "," $9,000 "," $70,000 ",,,U,,, $-   ,,400V,FACTORY  ," 17,293 "," 21,284 "," 15,963 ",1920,AC,APT-9+,3,14,Flat,Brick/Masonry,Hot Water,Gas,None,,34,14,,Average +10
844,ARLINGTON ST,248,47,20,0.17295684,2018," $61,000 "," $9,000 "," $70,000 ",,,U,,, $-   ,,400V,FACTORY  ,,,,,,,,,,,,,,,,,,
3564,ARLINGTON ST,251,47,72,0.09235537,2018," $31,700 ", $-   ," $31,700 ",8/11/1994, 19250/ 160,U,,, $-   ,,1310,RES ACLNPO," 1,185 "," 1,185 "," 1,185 ",1926,48,Warehouse4,1,1,Flat,Brick/Masonry,Hot Water,Gas,None,,0,0,,Below Average
3564,ARLINGTON ST,251,47,72,0.09235537,2018," $31,700 ", $-   ," $31,700 ",8/11/1994, 19250/ 160,U,,, $-   ,,1310,RES ACLNPO,,,,,,,,,,,,,,,,,,
3563,ARLINGTON ST,253,47,71,0.06694215,2018," $137,900 "," $196,500 "," $334,400 ",1/11/2013, 50812/ 150,Q,0,I," $190,000 ",Y,1010,Single Fam," 1,731 "," 2,384 "," 1,568 ",1900,6,Conventional,2,1,Gable/Hip,Vinyl Siding,Hot Air-no Duc,Gas,None,,3,2,,Average
3562,ARLINGTON ST,255,47,70,0.06478421,2018," $135,900 "," $61,400 "," $197,300 ",3/9/2017, 57655/   3,U,1A,I, $10 ,,1040,TWO FAMILY  ," 1,898 "," 3,009 "," 1,734 ",1900,2F,2 Family,2,2,Gable/Hip,Wood Shingle,Hot Water,Gas,None,10 Rooms,5,2,0,Average
3516,ARLINGTON ST,256,47,21,0.07777778,2018," $146,900 "," $185,000 "," $331,900 ",10/17/1988, 15097/ 080,U,,, $-   ,Y,1040,TWO FAMILY  ," 2,827 "," 4,918 "," 2,374 ",1900,2F,2 Family,2,2,Gable/Hip,Vinyl Siding,Forced Air-Duc,Oil,None,12 Rooms,5,2,0,Average
